order_id,product_id,add_to_cart_order,reordered
312070,45,6,1
312115,79,5,1
312128,49,5,0
312181,34,26,1
312210,25,7,0
312355,45,12,1
312362,45,3,1
312374,79,17,1
312376,45,5,1
312505,45,4,1
312591,45,5,0
312604,45,11,1
312643,45,3,1
312668,54,1,0
312721,9,11,1
312749,45,1,1
312764,99,14,1
312863,45,1,0
313264,45,28,0
313284,34,10,1
313302,34,4,1
313305,43,32,0
313623,32,4,0
313634,95,16,0
313670,99,3,1
313763,95,11,0
313772,79,13,1
313776,45,15,0
313779,34,6,1
313801,47,18,0
313889,10,15,1
314053,25,11,1
314081,34,3,1
314184,34,3,1
314304,28,6,1
314412,79,4,0
314418,87,12,1
314545,34,1,1
314582,99,4,0
314640,45,5,1
314739,10,4,1
314767,35,4,0
314800,5,5,1
314844,34,7,1
314854,25,13,1
315084,74,3,1
315106,57,9,0
315193,45,4,1
315445,54,14,1
315471,63,13,0
315476,57,14,0
315523,34,1,0
315587,79,6,1
315641,79,5,1
315754,10,1,1
315777,95,28,0
315807,45,15,1
315993,93,9,1
316220,94,16,1
316391,95,9,0
316430,45,4,0
316484,25,6,1
316540,79,18,1
316549,79,9,1
316654,34,20,1
316693,25,4,0
316698,34,3,1
316724,34,15,0
316790,45,2,1
316809,32,12,0
316825,45,2,1
316834,26,6,0
316900,25,10,0
316919,1,5,0
316943,45,2,1
316999,79,15,1
317029,95,8,0
317035,34,3,1
317035,49,10,0
317039,34,8,0
317079,79,10,0
317103,45,12,0
317121,1,12,1
317305,95,10,0
317392,34,2,1
317475,45,4,0
317550,63,23,0
317606,1,5,1
317649,34,20,0
317764,1,5,1
317815,25,1,1
317829,34,8,0
317883,63,2,1
317888,1,8,0
317918,49,4,0
317946,45,7,1
317973,45,22,0
318034,45,9,0
318052,79,6,0
318158,63,9,1
318306,34,3,1
318341,93,7,1
318341,45,21,0
318362,93,19,1
318375,3,18,1
318423,10,26,1
318488,45,8,1
318563,45,6,1
318650,34,8,1
318776,86,1,0
318781,95,13,0
318856,79,22,0
318929,45,8,0
318952,99,3,1
318970,34,2,1
318984,79,7,0
319104,45,16,1
319143,45,7,1
319175,25,13,1
319190,49,8,1
319231,10,8,0
319299,25,8,0
319422,78,11,0
319496,18,7,1
319517,95,25,0
319543,45,7,1
319604,45,12,0
319645,34,14,0
319905,45,6,1
320026,79,8,0
320067,10,27,1
320172,95,10,1
320211,10,5,0
320227,49,3,1
320354,95,13,0
320477,86,13,1
320483,63,7,1
320725,45,5,1
320744,45,17,0
320887,45,2,1
320913,45,5,1
320922,10,13,0
320960,10,7,0
321022,93,2,1
321157,79,4,0
321273,34,5,1
321303,45,9,1
321495,45,12,1
321555,87,7,1
321640,34,3,1
321669,93,11,1
321721,45,5,1
321723,97,13,0
321822,77,12,1
321865,45,1,0
321882,45,2,1
321991,34,5,1
322045,66,1,0
322106,44,10,1
322124,45,12,1
322246,45,7,0
322279,10,1,0
322335,35,3,1
322356,4,19,0
322360,45,18,0
322379,45,4,1
322387,79,12,0
322403,45,1,1
322458,34,32,0
322458,45,34,1
322466,96,8,0
322489,49,14,1
322526,93,3,1
322674,45,8,0
322690,49,7,0
322761,45,13,1
322783,23,1,0
322847,1,1,1
322976,37,4,1
323027,44,22,1
323046,79,13,0
323090,79,4,1
323130,25,44,0
323148,10,2,0
323223,45,6,1
323242,45,18,0
323258,10,9,0
323285,45,4,1
323318,45,7,1
323384,74,4,0
323390,45,25,0
323559,79,32,0
323607,34,9,0
323620,45,15,1
323654,93,12,1
323720,79,2,1
323737,10,1,1
323777,37,16,0
323795,10,4,1
323802,45,9,0
323846,45,3,1
323856,34,7,0
323890,93,5,0
323987,75,9,0
324021,95,5,0
324056,79,7,1
324192,93,12,1
324219,1,2,1
324227,25,4,0
324242,1,2,1
324250,45,11,0
324285,34,3,1
324310,95,10,0
324399,95,3,0
324430,66,12,0
324640,45,3,1
324709,45,3,1
324742,83,20,1
324759,45,11,0
324768,54,1,0
324807,45,26,1
324841,45,8,1
324842,95,10,0
324860,45,3,1
324877,93,19,1
325060,18,3,1
325114,46,7,0
325156,45,10,1
325297,25,21,0
325388,10,2,0
325414,8,33,1
325463,45,14,0
325591,45,7,0
325787,25,1,0
325787,45,6,0
325804,45,4,1
325859,45,14,0
325883,45,10,0
325970,45,2,0
325973,95,7,0
326094,34,5,1
326173,29,3,1
326211,93,13,1
326279,79,10,1
326374,49,1,1
326551,45,16,1
326561,34,7,0
326609,63,19,0
326611,45,4,0
326653,45,4,1
326772,37,6,1
326860,10,40,0
326870,45,12,1
326907,45,10,1
326927,100,8,1
326935,93,21,0
326993,49,5,1
326996,87,21,0
327051,45,1,0
327148,10,1,0
327181,10,18,1
327207,54,3,1
327265,65,9,1
327387,25,11,1
327405,49,3,1
327458,34,7,0
327618,95,29,0
327634,93,5,1
327760,94,3,1
327762,79,39,0
327948,1,4,1
328027,34,11,1
328032,45,9,1
328056,10,1,1
328176,45,3,0
328209,57,13,0
328278,25,8,1
328293,54,2,0
328295,32,1,1
328342,53,29,1
328353,93,2,1
328362,34,9,0
328436,45,15,1
328440,49,1,1
328443,45,5,1
328702,23,13,0
328703,79,2,0
328732,45,4,1
328738,79,11,1
328740,34,18,1
328753,47,6,1
328768,34,6,1
328786,63,22,0
328828,34,2,1
328852,45,28,0
328932,34,5,1
328949,79,19,1
328972,79,2,1
329099,45,2,0
329285,3,10,1
329293,74,23,1
329309,93,2,1
329395,49,6,0
329412,45,2,0
329462,45,7,0
329610,45,3,1
329619,94,1,0
329644,63,7,0
329647,45,9,1
329719,45,13,0
329731,45,12,0
329798,93,5,0
329817,79,4,1
329890,1,1,0
329913,45,1,1
330037,45,6,0
330060,10,5,1
330065,49,43,1
330144,45,8,0
330235,28,7,0
330351,45,6,1
330385,25,7,1
330431,95,3,0
330457,37,2,1
330535,45,9,1
330541,34,38,0
330569,34,10,1
330644,34,25,0
330672,45,9,1
330773,10,6,1
330826,94,2,0
330909,45,5,1
331056,1,1,0
331131,45,1,1
331188,34,15,0
331191,45,16,0
331262,25,4,1
331291,45,8,1
331353,95,6,0
331373,87,13,0
331516,34,7,1
331535,83,19,1
331562,30,9,0
331665,45,8,1
331731,35,9,0
331757,26,15,1
331861,10,10,0
331900,23,6,1
331907,10,3,1
331913,34,5,0
331930,45,28,1
331938,37,6,0
331967,45,12,1
331992,45,3,0
332129,100,1,1
332215,10,1,0
332297,35,20,0
332315,45,16,1
332372,45,4,1
332405,45,2,1
332427,34,10,0
332449,54,2,1
332468,54,1,1
332657,45,3,1
332667,25,2,0
332756,45,7,1
332983,37,9,0
333016,34,2,0
333019,79,14,0
333074,67,8,0
333082,1,5,1
333184,34,4,1
333236,45,3,1
333274,27,2,0
333312,94,1,1
333419,45,15,0
333516,63,26,0
333527,45,15,0
333560,45,27,1
333579,45,7,0
333804,34,13,1
333816,34,5,1
333891,79,3,0
333912,34,2,0
333947,1,3,0
334032,45,12,0
334035,45,8,1
334062,45,30,1
334099,34,4,1
334270,45,3,1
334298,49,7,1
334389,45,8,1
334480,45,14,1
334609,34,6,1
334620,45,2,0
334642,45,7,0
334693,49,5,0
334801,95,2,0
334801,45,8,0
334846,79,12,1
334966,45,1,1
335061,56,9,0
335137,32,11,0
335184,45,7,0
335197,50,22,0
335204,45,7,1
335226,99,17,1
335263,45,3,1
335302,10,6,1
335593,45,15,0
335605,87,3,0
335711,79,19,1
335712,45,6,0
335733,45,9,1
335734,45,1,1
335751,79,14,0
335856,34,8,0
335987,30,3,1
336040,8,3,0
336043,34,10,1
336096,45,6,1
336109,34,2,1
336145,94,6,1
336212,32,15,0
336342,95,4,0
336347,26,7,1
336375,45,6,1
336492,45,6,1
336544,45,10,0
336622,49,2,1
336673,45,6,1
336686,79,6,1
336721,45,8,1
336761,30,4,0
336784,45,10,0
336787,45,2,1
336798,45,4,0
336815,37,5,0
336824,45,5,1
336832,79,13,0
336842,44,5,1
336882,93,4,1
336892,49,8,1
336915,44,4,1
337064,87,9,1
337078,87,9,0
337090,45,2,1
337320,45,2,1
337381,54,23,0
337405,79,33,0
337454,1,2,1
337525,45,2,1
337583,45,4,1
337636,45,8,1
337728,87,6,0
337745,95,5,0
337758,45,18,1
337760,49,2,0
337812,93,2,0
337816,34,44,1
337828,25,3,0
337980,79,19,1
338212,44,3,1
338253,94,16,0
338298,10,12,0
338329,34,13,1
338431,45,2,1
338519,94,12,0
338661,49,17,0
338705,25,19,0
338898,45,9,0
338925,93,7,1
338974,45,8,1
338999,34,5,0
339016,45,9,1
339062,99,11,0
339201,45,2,0
339225,45,15,1
339228,45,12,1
339234,45,1,1
339279,95,5,0
339416,45,17,0
339427,45,4,1
339467,2,11,0
339523,30,3,0
339575,45,4,1
339622,45,9,1
339633,34,27,0
339721,45,2,1
339854,34,7,1
339949,28,6,1
339962,45,11,0
340001,45,6,0
340004,94,8,1
340023,95,4,0
340050,1,2,0
340057,95,8,0
340115,45,1,1
340181,45,8,1
340193,45,6,0
340195,25,3,0
340218,45,23,1
340358,45,8,1
340400,93,39,1
340500,45,5,1
340526,45,13,1
340573,75,6,0
340605,45,13,0
340643,45,3,1
340710,79,4,0
340741,25,6,1
340825,93,14,1
340846,63,3,0
340863,23,8,1
340899,83,5,0
340956,45,8,0
340984,52,2,1
341040,45,11,0
341067,45,3,1
341097,45,7,1
341189,83,14,0
341219,45,18,0
341328,45,20,1
341393,54,5,1
341436,34,34,0
341510,34,6,1
341599,66,13,1
341614,95,12,0
341618,45,1,1
341688,79,5,0
341689,10,8,1
341740,45,2,1
341795,77,9,1
341917,34,2,1
341929,45,6,0
341987,45,3,1
342130,1,6,1
342259,96,5,0
342261,49,1,0
342366,45,2,0
342511,93,4,0
342641,45,1,1
342674,26,8,1
342873,45,10,1
342951,23,30,0
342954,45,1,1
342970,45,7,0
342994,49,3,1
343024,45,16,0
343044,23,3,0
343056,50,4,0
343100,45,4,0
343195,93,3,1
343202,95,25,0
343210,45,13,0
343224,34,14,1
343230,79,3,1
343234,83,7,1
343260,93,24,0
343379,10,8,0
343410,10,8,1
343428,47,1,1
343438,45,7,1
343548,45,29,0
343665,44,7,1
343795,26,5,1
343807,45,4,1
344099,26,6,0
344190,12,7,0
344286,79,7,0
344289,45,4,1
344340,45,3,1
344443,45,6,1
344864,87,8,0
345014,28,4,1
345026,25,2,1
345064,45,1,0
345191,45,3,1
345215,100,3,1
345218,45,24,0
345263,45,7,0
345271,45,3,0
345353,45,8,0
345396,45,8,0
345414,87,7,1
345478,8,9,0
345502,34,6,0
345547,35,7,0
345636,93,7,1
345646,45,16,1
345647,83,4,1
345675,45,5,1
345753,1,11,1
345810,63,5,1
345820,45,12,1
345828,45,26,0
345912,8,2,1
345942,10,36,0
345965,54,11,0
345990,45,7,0
346021,50,16,1
346045,79,12,1
346061,94,18,0
346127,26,9,1
346134,34,8,1
346150,3,4,1
346235,49,2,1
346314,79,7,0
346382,20,27,1
346447,95,15,0
346479,45,18,0
346626,45,19,1
346657,45,7,1
346794,93,3,1
346814,34,2,1
346888,45,14,1
346928,34,4,1
347019,45,14,0
347104,4,5,1
347275,45,19,0
347285,83,2,0
347318,6,26,0
347331,1,4,1
347345,45,18,1
347459,63,21,1
347495,49,4,1
347543,95,11,0
347571,45,2,1
347674,79,4,1
347729,23,6,0
347784,93,6,0
347996,49,10,1
348085,45,8,0
348101,79,12,0
348197,45,4,0
348265,37,11,0
348411,79,7,1
348433,10,20,1
348483,63,22,1
348529,45,8,0
348634,25,1,1
348637,87,2,0
348698,93,5,1
348760,100,1,1
348843,53,4,1
348925,45,4,1
349002,94,10,1
349022,34,17,1
349031,37,5,0
349095,45,5,1
349114,45,7,1
349355,45,22,1
349412,79,17,1
349413,10,9,1
349501,34,14,1
349503,45,3,1
349593,25,6,1
349669,87,12,0
349715,45,11,0
349949,34,3,1
349974,45,3,1
350011,49,5,0
350049,23,20,0
350058,93,3,0
350097,79,5,1
350139,45,5,1
350143,31,10,0
350164,45,6,1
350179,37,7,1
350185,3,4,0
350278,45,36,1
350515,34,18,1
350540,1,7,0
350560,49,3,0
350675,45,14,0
350685,10,16,0
350692,1,6,1
350782,10,4,1
350818,45,3,0
350820,45,9,1
350833,34,4,1
350869,54,10,1
350900,99,2,1
350985,34,18,1
351087,8,4,1
351127,79,16,1
351199,49,23,0
351221,49,8,1
351222,34,3,0
351373,75,9,1
351400,45,11,0
351415,45,4,1
351426,34,7,1
351502,1,6,1
351549,10,2,1
351572,45,11,1
351696,96,1,0
351742,45,1,1
351765,45,7,1
351822,43,7,1
351843,45,14,1
352035,45,19,0
352111,79,12,0
352113,57,8,0
352134,79,4,1
352177,27,16,0
352189,45,7,0
352217,8,2,0
352257,45,12,1
352423,34,5,1
352427,93,8,0
352493,28,2,1
352626,45,18,0
352629,93,5,0
352635,95,7,0
352673,45,8,1
352674,79,8,0
352708,10,7,0
352809,34,22,0
352811,45,8,0
352846,10,20,0
352847,87,12,1
352853,35,9,0
352866,45,12,0
352950,45,13,1
353043,25,2,1
353071,45,12,0
353207,34,1,1
353304,10,11,1
353507,25,12,0
353533,45,4,1
353568,47,6,0
353592,22,5,1
353747,34,12,1
353774,34,2,0
353890,45,5,1
353968,45,8,1
353982,23,2,1
354083,35,6,1
354088,1,7,0
354098,45,11,0
354226,45,3,1
354236,93,2,0
354295,10,7,1
354331,45,11,1
354344,45,4,1
354455,45,14,1
354499,45,1,0
354529,63,3,1
354569,45,1,1
354615,10,2,1
354671,34,7,1
354689,45,7,0
354699,45,4,1
354817,93,5,0
354843,54,9,0
354895,1,3,1
355072,94,6,1
355081,45,6,0
355089,45,5,1
355149,93,1,0
355153,94,28,1
355188,34,14,1
355193,35,12,0
355225,45,6,1
355254,45,19,1
355302,34,9,1
355347,49,5,0
355474,95,1,0
355524,93,20,0
355566,32,3,1
355621,63,7,1
355704,93,1,1
355723,45,8,1
355761,54,8,0
355787,95,8,0
355792,45,11,1
355793,45,5,1
355869,45,16,1
355892,34,3,1
355951,34,3,1
355976,35,4,1
355994,45,2,1
356012,8,13,1
356089,79,7,1
356104,79,4,1
356177,28,4,0
356316,1,6,0
356342,45,1,1
356357,34,1,1
356400,45,5,0
356415,47,12,0
356482,28,2,0
356516,34,11,0
356543,79,2,0
356685,1,15,0
356694,45,13,0
356716,25,18,0
356768,45,7,1
356805,45,2,1
357043,45,5,1
357130,45,3,1
357135,63,8,1
357179,34,4,1
357289,44,17,0
357331,45,3,1
357415,34,13,1
357426,45,8,0
357440,10,11,0
357489,63,49,1
357580,45,10,1
357672,25,5,1
357709,34,4,1
357732,45,8,0
357791,45,3,1
357891,25,11,1
357993,45,9,1
358008,79,16,1
358017,34,13,0
358063,45,26,1
358093,79,2,0
358121,45,20,0
358233,45,5,1
358384,25,28,1
358478,100,16,1
358624,23,9,1
358667,45,5,0
358736,1,4,1
358739,45,7,1
358791,87,1,0
358795,94,7,1
358818,45,3,1
358870,25,13,0
358931,63,10,1
358968,45,1,0
359002,79,19,1
359013,45,5,1
359150,79,9,1
359151,45,11,1
359176,79,7,1
359181,45,9,0
359187,34,17,1
359192,1,10,1
359246,26,3,1
359269,45,22,1
359276,10,8,1
359293,10,5,1
359322,32,3,0
359369,10,1,1
359370,45,6,1
359395,34,1,0
359440,10,33,0
359507,34,13,0
359571,43,2,0
359775,34,2,1
359810,34,10,1
359832,45,1,1
359998,93,6,0
360061,79,8,1
360171,79,10,1
360203,25,6,0
360334,58,2,0
360338,25,13,0
360462,79,5,0
360481,1,11,0
360514,49,4,0
360618,34,27,0
360980,45,8,1
360988,10,10,1
361190,1,1,0
361234,97,10,0
361345,49,17,0
361480,79,9,0
361497,63,10,1
361535,34,5,1
361636,63,26,0
361734,34,8,0
361742,32,10,1
361859,1,5,0
361862,25,18,1
361900,45,4,1
361955,94,10,0
362020,95,4,0
362034,25,14,1
362120,26,17,1
362204,10,6,1
362266,45,1,1
362391,45,8,1
362401,34,3,1
362460,93,31,1
362466,45,20,0
362536,94,16,0
362547,35,5,0
362651,45,3,1
362697,34,18,1
362710,23,10,1
362772,45,10,1
362966,95,1,0
362971,25,6,1
362978,34,24,0
363086,83,10,1
363107,10,6,0
363108,57,7,0
363269,34,11,1
363278,10,6,0
363340,87,23,1
363414,49,7,1
363459,45,9,1
363460,45,5,1
363715,34,7,0
363746,87,5,1
363863,57,30,0
363899,45,3,1
363913,99,19,1
363979,3,4,0
363985,79,1,0
364125,94,7,1
364222,34,7,1
364253,34,9,0
364271,10,2,1
364296,95,5,0
364370,26,12,1
364372,45,8,1
364517,45,13,1
364529,45,7,1
364581,45,10,0
364633,37,18,0
364669,66,6,1
364680,79,6,0
364714,45,1,0
364849,45,1,1
365005,63,32,0
365044,54,2,0
365190,34,1,1
365246,10,10,1
365419,93,1,0
365464,45,14,1
365478,45,5,0
365590,45,10,1
365601,45,3,1
365609,45,4,1
365679,34,1,1
365748,45,8,0
365988,1,10,0
366016,1,4,0
366111,10,1,0
366214,47,15,1
366259,79,9,1
366311,45,1,1
366315,79,2,1
366423,45,5,1
366525,93,13,1
366616,54,11,1
366683,49,10,0
366693,11,4,1
366698,45,12,1
366698,38,30,0
366728,34,18,0
366785,45,4,1
366831,11,2,1
366967,10,8,1
367005,45,5,0
367022,45,4,1
367027,45,7,0
367123,49,11,0
367303,45,4,0
367316,1,3,1
367351,1,2,0
367475,70,2,0
367482,1,1,1
367512,95,7,0
367559,45,12,1
367571,87,20,0
367588,79,5,0
367634,10,31,0
367636,1,14,1
367643,93,6,1
367653,18,9,0
367669,45,5,1
367778,79,3,1
367839,94,5,1
367915,53,10,0
368091,12,31,0
368144,34,2,0
368273,45,2,1
368279,34,34,0
368343,93,1,1
368352,45,2,0
368411,45,17,1
368427,34,7,0
368647,45,4,0
368683,99,19,0
368751,93,11,1
368796,45,14,0
368872,45,10,1
368939,49,4,1
368950,45,13,0
369162,79,11,0
369319,45,2,1
369430,46,6,1
369545,45,8,1
369558,1,1,0
369616,25,10,1
369628,34,7,1
369696,54,1,1
369758,45,3,1
369804,37,8,0
369840,95,12,0
369840,34,18,1
369870,45,7,1
369896,79,6,1
369935,34,7,1
370081,45,20,1
370129,45,3,0
370175,57,18,0
370280,34,7,1
370299,79,1,0
370320,45,10,0
370394,63,2,1
370396,49,3,1
370421,45,3,1
370495,49,17,1
370530,28,1,0
370712,1,1,0
370753,45,3,0
370857,63,9,0
370864,45,8,0
370947,26,4,1
371090,25,3,1
371102,45,12,0
371115,45,31,1
371241,10,9,1
371295,23,8,0
371348,45,10,0
371406,25,6,1
371504,45,14,1
371516,34,19,0
371605,45,3,0
371608,25,8,0
371648,49,1,1
371650,34,14,1
371702,10,3,1
371787,93,6,0
371807,1,14,1
371949,45,1,0
372119,25,13,1
372157,45,6,1
372244,49,9,1
372264,10,5,0
372291,70,31,0
372317,70,8,1
372526,96,11,0
372559,63,8,0
372665,45,13,0
372665,34,28,0
372764,45,3,1
372857,45,14,0
372857,34,15,0
372877,10,5,1
372895,79,15,0
372982,95,16,0
373039,46,3,1
373042,23,25,1
373074,45,3,1
373440,45,2,0
373521,93,5,0
373564,45,7,0
373568,45,18,0
373669,10,4,1
373673,79,5,0
373747,34,4,1
373839,45,8,0
373856,73,13,0
373871,45,5,1
373894,45,1,0
373996,45,3,1
374013,93,5,1
374028,54,3,1
374076,9,2,1
374248,95,2,0
374249,45,8,0
374307,18,1,1
374346,32,6,0
374379,34,3,1
374436,1,9,1
374585,93,55,1
374623,83,11,0
374746,1,9,1
374843,93,10,0
375107,34,7,1
375128,45,12,1
375211,82,8,0
375242,34,1,1
375254,2,5,0
375275,49,9,0
375283,45,13,1
375415,29,9,1
375454,95,1,0
375544,23,6,0
375546,25,16,0
375616,87,4,0
375676,45,10,0
375683,45,2,1
375703,34,9,0
375798,54,1,0
375900,74,5,0
375944,94,9,0
375975,94,1,1
376002,45,1,1
376054,45,9,1
376084,45,1,0
376159,45,6,1
376251,95,13,0
376325,25,1,0
376377,54,4,0
376504,79,7,1
376597,1,2,1
376665,79,3,1
376673,62,20,0
376728,45,10,1
376755,10,4,1
376778,79,11,1
376886,45,7,1
376902,34,5,0
376919,34,6,0
377027,45,10,0
377057,77,23,0
377122,29,19,0
377171,34,26,1
377175,99,2,0
377251,45,20,0
377329,49,18,0
377378,10,28,0
377422,45,26,0
377427,45,7,0
377589,10,2,1
377658,34,1,1
377706,66,33,0
377782,63,37,1
377867,79,17,1
377908,45,2,1
377959,45,24,1
378094,95,3,0
378126,34,9,0
378189,1,2,0
378265,1,12,1
378271,34,3,0
378274,49,6,1
378378,45,11,1
378434,49,16,1
378488,79,11,0
378506,79,11,1
378507,45,3,1
378630,49,6,1
378789,93,5,0
378841,45,9,0
378898,45,11,0
378907,9,4,0
378956,45,19,1
378986,45,2,1
378988,45,7,1
379004,54,3,1
379012,49,1,1
379201,45,6,1
379270,35,5,1
379302,34,3,0
379377,45,3,1
379558,10,33,0
379696,45,2,1
379758,79,1,1
379795,93,17,1
379936,34,1,1
379970,45,6,1
380027,45,11,1
380054,70,10,0
380060,12,17,1
380111,25,4,0
380135,70,26,0
380137,45,7,1
380259,45,3,1
380302,34,23,0
380340,34,12,0
380443,1,3,0
380515,10,24,1
380516,95,2,1
380667,1,2,1
380690,79,5,0
380768,10,15,0
380798,32,5,1
380875,30,10,0
381113,3,7,1
381271,10,9,1
381366,34,6,1
381429,34,8,1
381567,94,3,1
381572,86,2,0
381813,68,3,0
381834,45,3,1
381837,45,15,0
381873,45,3,0
381890,49,12,0
382130,25,2,1
382134,95,8,0
382147,12,5,0
382154,45,4,1
382202,95,1,0
382244,10,6,1
382364,94,9,1
382399,95,14,0
382484,45,6,0
382526,32,2,1
382544,45,2,0
382686,46,8,1
382693,99,33,0
382711,43,4,0
382716,40,7,0
382728,34,2,1
382743,79,19,0
382770,47,2,1
382798,45,7,1
382846,34,5,1
382846,49,8,0
382893,25,5,0
383083,32,6,0
383084,45,3,1
383160,25,8,1
383171,32,14,0
383225,25,9,1
383229,34,9,0
383243,1,1,1
383254,25,1,1
383257,29,18,0
383288,45,13,0
383470,25,9,0
383499,23,3,0
383569,45,14,1
383599,29,4,0
383690,45,7,0
383758,45,10,0
383989,45,4,0
383991,45,14,1
384008,45,6,0
384088,45,11,1
384104,94,22,1
384132,95,1,0
384237,34,6,1
384360,94,7,1
384383,49,21,1
384525,87,6,1
384671,45,3,1
384676,12,6,1
384711,62,8,0
384740,100,3,1
384762,1,2,1
384820,45,3,1
384846,49,12,1
384853,96,2,0
384984,47,6,0
385028,10,8,1
385036,25,24,1
385137,45,10,0
385202,25,3,0
385327,96,10,0
385401,1,7,0
385420,63,12,0
385431,45,6,1
385463,99,21,1
385464,34,6,1
385526,49,5,0
385600,28,1,0
385615,10,2,1
385623,34,11,0
385663,34,1,1
385754,45,8,1
385815,54,1,1
385817,45,8,1
386004,45,7,1
386123,45,2,1
386182,50,18,1
386235,14,5,0
386237,96,2,0
386297,28,9,0
386307,79,20,1
386323,23,10,0
386348,95,6,0
386429,45,9,1
386552,40,4,0
386681,10,4,1
386732,45,4,0
386741,95,24,0
386790,62,7,0
386884,45,6,1
386933,49,18,0
386955,45,2,1
386974,45,9,0
386987,60,4,0
387292,45,14,1
387398,63,17,1
387427,45,7,0
387443,62,13,1
387469,10,2,1
387471,45,5,0
387549,34,14,0
387561,45,10,1
387606,45,3,1
387628,45,22,1
387732,34,2,0
387773,99,3,1
387905,10,24,1
387959,23,6,1
387996,34,6,1
388199,66,28,1
388215,45,4,1
388233,34,1,1
388263,63,5,1
388278,93,4,0
388386,4,7,1
388392,81,5,1
388491,1,1,1
388497,45,6,0
388881,45,24,1
388899,45,6,1
389016,45,18,0
389116,45,3,0
389226,77,15,0
389306,45,2,1
389347,34,5,0
389393,45,16,0
389602,34,7,1
389651,45,14,1
389726,34,5,0
389834,49,5,1
389836,45,18,0
389840,34,6,1
389851,1,20,0
389894,79,8,1
389982,45,9,1
390045,25,6,1
390067,93,4,1
390076,83,6,1
390140,35,3,0
390161,45,17,0
390211,50,6,1
390222,34,8,1
390296,54,14,0
390333,45,7,0
390347,79,16,0
390372,83,20,0
390480,45,5,1
390540,66,6,0
390622,79,20,0
390664,93,2,1
390720,45,9,1
390729,49,11,1
390741,97,2,1
390881,95,10,0
390906,1,1,0
390937,95,8,0
390978,1,15,0
390987,10,3,0
391009,34,10,1
391009,45,11,1
391011,3,6,1
391017,45,4,0
391044,83,9,0
391059,94,17,0
391064,79,1,0
391102,79,11,1
391185,1,8,0
391191,45,7,1
391279,45,15,0
391284,83,8,0
391355,34,9,0
391496,3,7,0
391519,79,18,0
391599,49,1,1
391684,45,5,1
391727,45,5,1
391830,34,5,1
391872,34,4,0
391889,1,9,1
391989,45,4,0
392024,45,1,1
392071,4,6,0
392111,100,5,1
392113,83,3,1
392152,34,16,0
392240,77,4,1
392275,45,3,0
392294,45,7,1
392322,45,11,1
392348,45,8,1
392424,23,10,0
392452,34,23,0
392488,45,7,1
392511,45,3,0
392518,10,1,0
392556,96,1,1
392606,63,4,1
392613,45,10,1
392618,45,2,0
392731,34,9,1
392852,49,6,0
392879,3,1,1
393028,45,12,1
393099,10,9,1
393114,63,2,0
393201,50,18,0
393209,45,6,1
393231,25,4,0
393263,93,3,1
393298,1,9,0
393319,32,21,0
393324,79,2,1
393332,45,6,0
393347,10,18,0
393469,37,22,0
393536,1,1,0
393677,34,3,1
393736,49,25,1
393839,45,6,0
393882,60,40,0
393950,45,14,1
394059,45,2,1
394117,10,12,1
394118,45,5,1
394163,45,3,1
394268,49,4,0
394411,79,12,1
394423,45,12,1
394433,93,17,0
394651,63,11,1
394667,87,3,1
394723,45,17,1
394821,45,10,0
395020,94,16,1
395028,25,3,0
395140,94,7,1
395462,95,2,0
395659,45,7,1
395671,45,11,1
395699,45,10,1
395764,25,7,1
395782,10,12,0
395816,74,6,1
395848,96,18,0
395855,63,8,0
395900,45,14,1
396066,34,8,1
396075,45,3,0
396152,45,5,1
396155,45,5,1
396319,45,8,1
396322,45,9,1
396445,45,4,1
396504,12,2,1
396626,93,5,1
396638,63,5,0
396754,65,9,0
396754,45,36,0
396833,34,2,0
396836,95,11,1
396892,34,13,0
397047,93,8,1
397083,66,13,0
397088,45,13,0
397090,95,5,1
397147,45,8,1
397155,95,15,0
397212,34,10,1
397251,45,33,1
397259,99,18,0
397273,32,3,1
397329,29,9,1
397387,26,7,1
397420,93,13,1
397456,23,13,0
397491,1,5,0
397496,34,1,1
397585,45,6,0
397710,79,2,0
397729,45,11,1
397730,45,6,1
397760,83,7,0
397781,23,10,0
398009,93,12,1
398019,35,8,0
398021,4,5,0
398115,36,17,0
398127,23,15,0
398128,54,2,1
398165,45,10,1
398212,95,4,1
398235,45,8,1
398239,45,17,0
398252,34,4,1
398253,8,1,1
398271,79,8,1
398311,49,5,0
398317,63,15,0
398630,45,27,0
398649,35,9,0
398652,70,5,0
398653,38,8,0
398665,10,4,1
398707,45,8,1
398818,93,23,0
398853,95,21,0
398976,45,4,1
399016,45,8,1
399075,37,20,1
399136,37,9,0
399143,45,23,1
399166,45,9,0
399168,1,6,1
399180,49,17,0
399194,12,12,0
399284,34,2,1
399291,95,7,0
399291,10,18,1
399400,45,5,0
399404,45,2,1
399468,45,4,1
399503,45,2,1
399556,45,14,0
399790,34,19,1
399833,45,7,0
399890,45,8,1
400048,23,17,0
400073,23,8,1
400170,45,8,1
400209,45,10,1
400312,45,1,1
400349,25,6,0
400388,35,11,0
400429,79,9,1
400556,3,30,0
400558,37,10,1
400641,87,4,1
400806,45,9,0
400824,93,17,1
400905,34,1,1
400975,95,14,0
401020,45,2,1
401025,32,13,1
401026,49,12,0
401060,95,10,0
401152,45,13,0
401154,45,13,0
401323,40,38,1
401492,95,15,0
401529,4,16,1
401637,95,3,0
