order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
492808,41172,prior,11,5,14,22.0
3371771,41174,prior,2,6,11,30.0
2906722,41181,prior,3,6,10,1.0
3022031,41187,prior,46,1,9,7.0
670417,41187,prior,48,6,15,9.0
1995680,41190,prior,10,1,8,3.0
2893529,41206,prior,1,6,9,
1843578,41206,prior,2,6,13,7.0
1295008,41206,prior,3,0,8,8.0
264198,41206,prior,4,1,18,8.0
1970546,41219,prior,12,4,22,4.0
1947638,41222,prior,1,6,10,
3269976,41222,prior,2,2,9,17.0
366525,41222,prior,11,5,17,30.0
2948791,41222,prior,12,3,15,12.0
593211,41229,prior,2,1,21,29.0
2857257,41229,prior,3,3,17,23.0
383989,41229,prior,4,1,21,12.0
2625643,41229,prior,5,0,10,6.0
2617040,41229,prior,7,0,20,16.0
738711,41229,prior,9,0,17,27.0
2499328,41229,prior,11,5,10,26.0
2656313,41229,prior,12,1,21,10.0
2151813,41229,prior,15,1,18,8.0
2381486,41255,prior,3,5,10,11.0
537954,41255,prior,5,0,18,6.0
162760,41264,prior,6,6,14,7.0
3023029,41272,prior,4,2,13,26.0
807195,41277,prior,4,2,23,11.0
3068167,41277,prior,24,1,18,4.0
336761,41287,prior,2,6,11,1.0
1230381,41288,prior,2,1,10,30.0
588426,41288,prior,5,1,11,30.0
839066,41288,prior,6,6,20,19.0
1865048,41294,prior,6,6,23,6.0
1270598,41294,prior,10,4,12,12.0
2722278,41294,prior,13,5,10,12.0
2201253,41294,prior,15,2,14,9.0
994677,41308,prior,42,0,9,8.0
3150959,41319,prior,1,3,9,
437749,41342,prior,2,3,18,30.0
3398933,41344,prior,7,6,14,13.0
1423840,41344,prior,8,1,12,23.0
3064566,41344,prior,9,1,22,14.0
3293984,41344,prior,10,3,14,16.0
791626,41344,prior,14,0,19,12.0
1567391,41374,prior,11,4,17,4.0
112295,41380,prior,32,1,18,7.0
3409083,41394,prior,10,0,18,8.0
2233372,41394,prior,11,0,19,0.0
551872,41400,prior,2,3,16,30.0
1129547,41415,prior,14,0,10,7.0
3047154,41419,prior,1,1,13,
2895737,41419,prior,5,1,19,21.0
3254174,41419,prior,11,0,16,12.0
650712,41419,prior,16,1,11,15.0
2086177,41419,prior,19,0,11,10.0
110733,41436,prior,5,2,12,25.0
1051314,41444,prior,2,5,11,30.0
84673,41464,prior,1,0,8,
77753,41464,prior,3,2,21,14.0
1115700,41464,prior,4,0,9,30.0
802525,41464,prior,5,4,17,18.0
498780,41464,prior,6,4,21,14.0
2984115,41464,prior,7,0,10,10.0
1775994,41464,prior,12,6,10,16.0
1613995,41464,prior,13,6,17,21.0
1381153,41464,prior,17,6,18,6.0
727683,41464,prior,18,0,9,8.0
1537023,41464,prior,19,6,17,13.0
3324523,41464,prior,21,5,7,6.0
2211029,41464,prior,23,6,9,24.0
2071482,41481,prior,6,0,19,30.0
287428,41483,prior,10,2,10,5.0
1301444,41485,prior,3,1,13,4.0
390333,41501,prior,2,4,13,29.0
364714,41515,prior,4,1,11,4.0
3202619,41515,prior,12,4,11,10.0
3162097,41516,prior,2,5,18,21.0
2982699,41516,prior,4,6,12,28.0
1330072,41516,prior,5,5,19,6.0
1515712,41516,prior,6,5,20,0.0
1206946,41516,prior,8,6,7,7.0
3202622,41516,prior,10,5,6,6.0
1477039,41516,prior,15,5,9,14.0
2909948,41519,prior,1,6,12,
266618,41531,prior,2,1,12,7.0
2802574,41531,prior,13,4,17,10.0
464609,41531,prior,36,1,15,15.0
1493201,41537,prior,16,2,14,9.0
2519121,41537,prior,18,6,13,7.0
584243,41537,prior,19,6,23,7.0
73229,41537,prior,31,0,17,21.0
257811,41537,prior,32,1,15,15.0
906350,41537,prior,36,6,22,7.0
2098579,41537,prior,38,6,22,7.0
2988139,41537,prior,45,6,23,6.0
1173572,41542,prior,4,0,9,30.0
438515,41548,prior,20,1,11,11.0
1853974,41548,prior,21,2,13,1.0
2748744,41548,prior,23,0,7,3.0
1915623,41551,prior,1,3,14,
1340259,41551,prior,2,3,10,28.0
2492287,41551,prior,8,0,22,4.0
750497,41551,prior,9,1,12,22.0
47010,41551,prior,12,5,21,1.0
1991534,41551,prior,17,1,13,13.0
3201726,41559,prior,1,6,19,
1262661,41631,prior,1,0,11,
3178593,41631,prior,2,5,14,5.0
1577917,41631,prior,4,3,14,3.0
2707849,41631,prior,9,3,9,18.0
1724867,41631,prior,10,1,16,5.0
2980100,41631,prior,12,2,16,5.0
1039078,41631,prior,15,3,16,10.0
1196608,41631,prior,17,4,11,10.0
1976418,41631,prior,18,3,14,6.0
3145706,41631,prior,22,2,9,6.0
896685,41631,prior,25,2,14,16.0
3284107,41631,prior,26,3,11,22.0
2156524,41631,prior,29,3,15,12.0
2325948,41633,prior,1,1,12,
2331862,41633,prior,5,5,11,30.0
3108114,41637,prior,4,2,13,4.0
2785237,41659,prior,12,5,7,9.0
2531408,41659,prior,21,5,16,11.0
2505281,41669,prior,12,2,10,6.0
303381,41672,prior,1,5,21,
1368062,41672,prior,10,5,12,8.0
1736831,41672,prior,12,1,14,11.0
58243,41682,prior,3,3,14,17.0
706247,41692,prior,3,4,21,10.0
185621,41692,prior,5,2,23,10.0
1010131,41698,prior,36,4,11,7.0
705932,41698,prior,39,4,11,3.0
814442,41698,prior,60,3,12,7.0
3069804,41698,prior,63,5,11,3.0
1055018,41698,prior,66,5,9,3.0
2335049,41698,prior,69,4,10,3.0
1211211,41698,prior,70,1,13,4.0
3296185,41698,prior,73,1,10,5.0
1118907,41698,prior,74,4,10,3.0
2032971,41698,prior,78,4,10,2.0
2906277,41698,prior,79,1,13,4.0
2688456,41698,prior,80,5,17,4.0
616316,41698,prior,82,4,14,8.0
352493,41698,prior,84,2,14,6.0
629180,41703,prior,9,2,13,12.0
1637377,41703,prior,11,1,10,26.0
1688928,41711,prior,3,3,18,12.0
2892720,41718,prior,5,5,11,5.0
2353795,41718,prior,8,1,14,3.0
1294277,41719,prior,15,1,14,13.0
2224755,41721,prior,1,6,17,
2833251,41721,prior,2,3,0,30.0
3146669,41721,prior,3,6,16,24.0
2425803,41721,prior,4,6,7,14.0
486678,41721,prior,5,3,20,11.0
1549355,41721,prior,6,1,14,12.0
646623,41721,prior,7,5,8,11.0
1863650,41721,prior,8,2,7,25.0
2463685,41721,prior,9,4,7,9.0
2141753,41721,prior,10,1,7,18.0
2046452,41721,prior,16,4,11,20.0
2308361,41721,prior,17,4,9,7.0
420507,41721,prior,18,1,22,18.0
2851684,41721,prior,21,2,0,8.0
2191943,41721,prior,23,0,19,6.0
1106819,41731,prior,4,0,17,14.0
60262,41746,prior,12,4,10,9.0
345064,41749,prior,6,3,15,30.0
3247249,41749,prior,8,0,23,13.0
446637,41756,prior,1,0,18,
1713648,41761,prior,2,6,13,19.0
1246223,41782,prior,11,5,16,7.0
3401805,41795,prior,20,4,14,6.0
3047880,41795,prior,28,3,12,2.0
794860,41795,prior,31,2,13,8.0
1677370,41817,prior,2,1,20,1.0
2280169,41823,prior,8,4,16,14.0
3279484,41844,prior,2,0,11,30.0
1164831,41844,prior,4,0,11,30.0
477193,41844,prior,5,0,12,21.0
2397257,41844,prior,6,0,15,21.0
1093244,41844,prior,7,6,11,20.0
558125,41844,prior,8,6,10,14.0
942036,41854,prior,3,6,17,9.0
2081382,41855,prior,10,2,15,5.0
3419017,41863,prior,3,3,14,4.0
3131931,41868,prior,10,0,14,13.0
1048054,41912,prior,19,0,23,30.0
3106844,41927,prior,3,6,9,21.0
2706430,41927,prior,5,3,17,11.0
640816,41927,prior,6,6,9,17.0
898905,41942,prior,16,0,11,6.0
3109267,41952,prior,6,0,15,0.0
2419499,41952,prior,16,6,22,6.0
398212,41952,prior,34,4,10,1.0
2606380,41952,prior,61,2,21,2.0
2490978,41963,prior,4,5,9,2.0
1588288,41979,prior,1,1,10,
2117559,41979,prior,7,3,17,7.0
2656036,41979,prior,17,6,12,4.0
2980985,41979,prior,19,3,9,8.0
1763740,41979,prior,47,1,9,2.0
3057716,41980,prior,29,1,10,7.0
2083515,41983,prior,12,5,17,0.0
3419011,41983,prior,13,1,19,3.0
2394155,41983,prior,14,4,17,3.0
2348023,41983,prior,25,2,18,4.0
1184476,41983,prior,59,3,9,5.0
1630862,41983,prior,61,0,14,2.0
1576586,41983,prior,68,2,14,4.0
2309739,41983,prior,72,2,14,4.0
1423559,41983,prior,73,4,14,2.0
3357625,41983,prior,75,1,19,10.0
726231,41985,prior,4,6,18,21.0
1374070,41986,prior,1,1,9,
1097578,41986,prior,2,1,11,14.0
2274242,41986,prior,3,3,10,9.0
2094654,41987,prior,1,5,13,
2288820,41987,prior,2,1,12,10.0
1506734,41987,prior,4,5,17,11.0
1730866,41987,prior,5,1,14,10.0
974526,41998,prior,5,0,14,14.0
407136,42015,prior,3,4,11,7.0
246108,42015,prior,8,0,8,3.0
3320809,42015,prior,9,2,12,2.0
2620740,42015,prior,13,5,10,7.0
2808535,42015,prior,14,1,18,10.0
1405366,42015,prior,16,3,17,3.0
327760,42015,prior,18,5,12,16.0
1324671,42015,prior,19,2,9,11.0
2565013,42015,prior,20,5,9,10.0
2891457,42015,prior,22,0,22,6.0
3072028,42015,prior,25,4,13,3.0
2885900,42015,prior,29,1,14,7.0
586094,42015,prior,33,1,9,5.0
919160,42015,prior,37,0,16,3.0
1259028,42015,prior,38,4,13,4.0
262120,42016,prior,70,1,16,5.0
660225,42019,prior,8,3,15,29.0
2103636,42019,prior,9,5,8,16.0
1977539,42021,prior,26,2,19,2.0
1505812,42030,prior,1,5,12,
999334,42057,prior,6,0,14,23.0
2446498,42058,prior,5,4,11,20.0
1879238,42058,prior,6,6,14,2.0
266670,42058,prior,42,0,11,4.0
1891677,42068,prior,3,0,18,30.0
817769,42079,prior,4,6,10,10.0
1198825,42086,prior,9,0,9,6.0
3120567,42094,prior,32,1,12,9.0
972667,42095,prior,4,4,16,7.0
970553,42100,prior,11,0,14,6.0
1740988,42100,prior,12,5,17,5.0
2033619,42100,prior,13,2,17,4.0
1058659,42100,prior,17,1,16,8.0
2159582,42100,prior,18,1,19,7.0
2354836,42100,prior,20,5,18,9.0
1849214,42100,prior,21,4,10,6.0
2936855,42113,prior,7,2,9,10.0
554473,42113,prior,15,0,10,14.0
390347,42124,prior,47,2,9,6.0
3187492,42125,prior,24,1,21,9.0
1577590,42125,prior,25,1,12,14.0
536959,42125,prior,27,0,15,9.0
233266,42131,prior,1,5,12,
269977,42136,prior,3,5,13,2.0
2741255,42136,prior,13,1,10,7.0
2444272,42136,prior,15,6,11,8.0
1653416,42137,prior,2,0,16,6.0
199242,42155,prior,25,4,12,5.0
2868008,42165,prior,2,5,10,25.0
407297,42165,prior,3,1,14,3.0
2806241,42177,prior,1,6,17,
3266635,42183,prior,3,6,11,25.0
1557113,42201,prior,30,2,7,8.0
2236075,42201,prior,41,4,9,3.0
2323224,42203,prior,11,5,15,11.0
1791442,42204,prior,3,6,15,30.0
343410,42204,prior,6,6,13,7.0
707307,42216,prior,5,3,9,8.0
1256628,42216,prior,6,2,9,6.0
2476502,42216,prior,9,1,8,21.0
175919,42216,prior,11,5,11,17.0
1604953,42216,prior,13,1,8,21.0
1932993,42216,prior,17,1,11,10.0
2838724,42217,prior,1,5,6,
2681846,42217,prior,4,5,1,21.0
1900856,42217,prior,5,5,7,28.0
1640570,42217,prior,6,5,0,7.0
115522,42217,prior,8,5,0,8.0
1952250,42217,prior,9,5,17,7.0
1431553,42217,prior,11,4,10,30.0
2845761,42217,prior,17,4,0,7.0
3063763,42217,prior,18,4,10,7.0
2763217,42221,prior,13,5,14,15.0
367915,42256,prior,21,0,16,7.0
120212,42256,prior,48,6,18,4.0
2744269,42277,prior,1,1,11,
783130,42277,prior,3,2,11,4.0
3056673,42277,prior,8,0,8,5.0
1261345,42277,prior,13,1,11,6.0
3326178,42277,prior,14,4,8,3.0
1901968,42277,prior,22,5,12,4.0
1153625,42277,prior,23,1,21,3.0
1953422,42279,prior,52,3,10,7.0
3307889,42310,prior,36,1,7,6.0
1277367,42319,prior,14,5,11,5.0
899734,42341,prior,3,0,18,30.0
70688,42372,prior,2,2,16,7.0
321723,42381,prior,9,1,13,6.0
1720665,42382,prior,22,2,15,11.0
826667,42383,prior,1,2,12,
843330,42383,prior,2,0,17,19.0
1510610,42386,prior,11,1,13,4.0
2678351,42389,prior,1,0,8,
1453598,42389,prior,3,6,14,7.0
44073,42389,prior,4,0,20,15.0
2209880,42389,prior,5,3,10,10.0
1142165,42389,prior,6,6,13,10.0
1792915,42389,prior,15,5,7,8.0
3105954,42389,prior,16,6,7,8.0
3415926,42389,prior,17,5,6,6.0
321882,42389,prior,18,5,10,7.0
2115061,42389,prior,19,0,7,23.0
1552376,42389,prior,20,1,12,8.0
3210488,42389,prior,21,5,6,30.0
1985256,42395,prior,2,2,10,5.0
456767,42408,prior,14,1,15,14.0
2997849,42416,prior,13,4,19,4.0
2655316,42420,prior,14,4,10,13.0
2982470,42420,prior,24,5,9,4.0
432198,42420,prior,26,0,14,9.0
2125006,42420,prior,30,3,10,30.0
3301511,42427,prior,4,3,20,24.0
207562,42427,prior,6,4,10,16.0
2165569,42432,prior,22,4,11,2.0
1161795,42432,prior,28,5,10,3.0
812097,42439,prior,1,6,13,
2482817,42439,prior,3,5,17,30.0
1020314,42440,prior,15,6,14,3.0
430647,42447,prior,3,6,14,27.0
3080634,42447,prior,4,5,13,13.0
1967452,42449,prior,1,5,11,
1984794,42450,prior,4,4,17,18.0
1631787,42471,prior,1,6,14,
541397,42471,prior,3,3,21,20.0
2380739,42471,prior,4,0,11,11.0
3345133,42472,prior,16,0,21,7.0
2351490,42472,prior,31,0,16,3.0
1147193,42472,prior,32,0,14,7.0
1133142,42481,prior,17,0,7,26.0
3343868,42483,prior,46,4,17,3.0
2036527,42488,prior,1,3,16,
1536531,42488,prior,8,0,12,7.0
306038,42494,prior,2,3,10,30.0
422155,42494,prior,5,5,7,4.0
1534942,42494,prior,7,1,12,24.0
829914,42505,prior,1,5,18,
2402682,42505,prior,3,1,19,30.0
2270547,42517,prior,3,4,10,1.0
2459106,42520,prior,2,0,21,3.0
3365268,42520,prior,19,2,16,2.0
1585161,42520,prior,34,6,9,1.0
1035834,42520,prior,55,0,20,5.0
132390,42525,prior,1,0,20,
2449647,42550,prior,1,6,12,
2672387,42550,prior,5,3,16,8.0
3367639,42550,prior,12,5,11,11.0
936138,42550,prior,13,0,15,9.0
3019068,42550,prior,14,1,12,15.0
490954,42550,prior,21,0,15,11.0
2424204,42555,prior,33,3,10,3.0
142427,42555,prior,39,0,12,3.0
1858369,42564,prior,9,5,12,4.0
2045159,42594,prior,1,1,11,
1907861,42595,prior,17,3,10,15.0
1113752,42614,prior,2,5,16,4.0
815260,42614,prior,3,4,12,6.0
2725750,42614,prior,5,4,13,10.0
1626219,42614,prior,10,1,15,24.0
1766223,42614,prior,13,4,16,2.0
3405406,42614,prior,16,4,16,10.0
1998142,42614,prior,19,4,10,17.0
2464879,42620,prior,1,6,18,
2282690,42620,prior,11,0,13,6.0
1132127,42620,prior,13,2,13,9.0
1256623,42620,prior,20,2,6,8.0
1304449,42620,prior,21,6,18,4.0
2626377,42620,prior,22,0,17,15.0
2455763,42620,prior,25,2,14,11.0
3181795,42620,prior,31,0,15,17.0
541090,42620,prior,32,2,17,23.0
1175864,42621,prior,2,0,15,30.0
2939290,42621,prior,4,5,10,17.0
2227117,42626,prior,9,6,7,1.0
3371647,42626,prior,11,3,14,8.0
1348120,42639,prior,11,4,13,13.0
1072204,42644,prior,6,5,15,30.0
2806968,42662,prior,4,6,12,15.0
1780999,42663,prior,1,5,9,
3276734,42664,prior,11,1,7,1.0
69379,42669,prior,1,4,18,
1037549,42671,prior,29,5,12,3.0
3410884,42671,prior,31,1,9,6.0
1692996,42671,prior,34,3,8,2.0
3035789,42685,prior,3,0,11,8.0
3114556,42685,prior,16,1,9,7.0
2593426,42690,prior,1,1,14,
590956,42696,prior,17,2,10,6.0
1367647,42698,prior,8,2,7,17.0
1431114,42702,prior,2,0,9,8.0
1504509,42702,prior,4,4,19,5.0
1813453,42702,prior,7,0,0,9.0
2132105,42702,prior,11,6,13,7.0
3034135,42711,prior,5,3,14,2.0
569927,42711,prior,6,5,8,2.0
756713,42711,prior,7,1,14,3.0
2313475,42711,prior,13,2,12,1.0
2161306,42711,prior,14,5,10,3.0
2010802,42714,prior,7,4,15,16.0
812661,42715,prior,6,3,6,30.0
1981609,42721,prior,6,2,20,30.0
2409722,42723,prior,22,3,10,19.0
481420,42729,prior,1,4,11,
2600752,42729,prior,2,1,14,30.0
2053323,42729,prior,3,1,9,14.0
1190311,42729,prior,5,3,12,10.0
900565,42729,prior,7,0,13,30.0
777747,42729,prior,8,1,15,8.0
2716892,42729,prior,9,1,22,7.0
2752244,42729,prior,10,0,15,6.0
2705461,42729,prior,14,4,17,17.0
3171629,42729,prior,16,0,9,14.0
385615,42729,prior,17,1,15,29.0
1510198,42729,prior,20,4,16,9.0
1512435,42729,prior,23,0,13,15.0
3168303,42733,prior,3,1,9,7.0
1611869,42733,prior,9,1,23,7.0
471803,42733,prior,11,1,9,15.0
1267189,42733,prior,12,2,14,15.0
658317,42733,prior,22,4,13,3.0
1483761,42736,prior,9,2,22,9.0
976020,42745,prior,3,2,18,4.0
2770000,42753,prior,2,6,14,3.0
2468596,42760,prior,13,1,15,29.0
1882402,42765,prior,29,3,14,6.0
2827238,42793,prior,1,5,2,
1981515,42795,prior,41,5,15,5.0
747495,42801,prior,12,1,7,12.0
793304,42801,prior,15,0,13,27.0
1099286,42806,prior,3,6,14,7.0
3054299,42806,prior,9,4,20,30.0
2170502,42806,prior,10,1,18,11.0
451668,42806,prior,11,4,20,30.0
2358222,42806,prior,15,1,17,30.0
80050,42822,prior,5,3,17,17.0
452637,42826,prior,11,0,10,6.0
2078383,42826,prior,19,2,10,8.0
1360698,42826,prior,44,0,9,7.0
1724290,42827,prior,11,5,8,15.0
3055249,42836,prior,4,4,7,4.0
2392094,42837,prior,1,4,13,
1329599,42837,prior,2,2,22,26.0
1386589,42837,prior,3,4,20,23.0
1960612,42837,prior,4,0,14,30.0
348843,42837,prior,5,1,22,30.0
2331480,42837,prior,6,4,11,30.0
1313138,42843,prior,8,1,15,9.0
2383119,42848,prior,2,1,12,4.0
1369055,42848,prior,7,1,17,12.0
739162,42848,prior,17,2,9,3.0
833391,42855,prior,9,5,22,21.0
1050396,42856,prior,6,0,14,30.0
3383928,42861,prior,2,1,12,12.0
1750199,42871,prior,10,4,11,16.0
186721,42872,prior,4,3,22,30.0
3163327,42879,prior,6,3,10,30.0
1954338,42886,prior,3,1,10,8.0
2098273,42902,prior,4,0,13,26.0
1821146,42902,prior,6,1,8,3.0
3216555,42902,prior,8,2,15,6.0
1732999,42902,prior,9,0,16,5.0
646685,42902,prior,11,6,15,6.0
675269,42902,prior,13,0,17,4.0
3058844,42902,prior,17,0,8,7.0
1000322,42902,prior,19,0,15,8.0
171050,42902,prior,20,0,15,7.0
2109793,42903,prior,1,4,20,
1230267,42912,prior,3,5,17,6.0
1171065,42912,prior,15,5,9,10.0
426340,42913,prior,1,1,8,
1186574,42914,prior,35,2,9,3.0
688514,42914,prior,45,2,12,7.0
2296257,42914,prior,50,5,13,2.0
2228913,42914,prior,55,3,21,2.0
601488,42914,prior,60,3,11,3.0
2911924,42914,prior,61,0,17,18.0
3357008,42914,prior,70,2,13,0.0
1581366,42914,prior,72,1,9,5.0
733438,42916,prior,7,1,11,29.0
3153639,42916,prior,12,0,12,25.0
561794,42932,prior,9,3,13,6.0
3281541,42932,prior,28,1,18,19.0
1837080,42947,prior,5,6,14,6.0
1559690,42954,prior,1,3,17,
2543296,42954,prior,4,6,6,16.0
1677664,42954,prior,5,0,15,15.0
2116299,42954,prior,6,4,8,11.0
1728640,42954,prior,8,0,11,7.0
949531,42954,prior,15,2,11,18.0
1122114,42954,prior,17,3,17,8.0
755987,42955,prior,8,1,11,6.0
1272005,42955,prior,56,3,9,5.0
3313263,42959,prior,12,6,14,13.0
1358295,42959,prior,23,6,8,7.0
2820586,42959,prior,24,0,8,8.0
874428,42963,prior,1,0,16,
2128067,42980,prior,4,5,18,4.0
2168044,42980,prior,7,4,17,4.0
2565952,42980,prior,11,4,18,3.0
171570,42980,prior,16,0,11,19.0
2632216,42980,prior,19,6,15,12.0
1749728,42980,prior,20,5,19,6.0
1647898,42980,prior,26,4,14,6.0
2174841,42980,prior,46,1,15,12.0
1842357,42980,prior,50,5,6,7.0
1963428,42980,prior,58,5,11,7.0
3201177,42980,prior,59,5,15,7.0
967208,42983,prior,1,1,19,
520491,43004,prior,6,6,11,7.0
3418552,43004,prior,8,0,6,30.0
1011916,43025,prior,6,6,16,9.0
1886127,43025,prior,8,3,10,12.0
432124,43029,prior,10,0,16,4.0
3150827,43035,prior,4,5,18,17.0
2509003,43035,prior,8,1,9,11.0
1301772,43035,prior,11,5,15,7.0
1915326,43035,prior,14,0,22,7.0
2196342,43035,prior,15,3,15,10.0
690245,43046,prior,6,2,15,2.0
2357800,43049,prior,2,1,11,30.0
2039059,43049,prior,3,5,11,11.0
66727,43049,prior,9,2,13,7.0
1387016,43049,prior,12,6,14,17.0
3054990,43049,prior,15,1,21,7.0
1606986,43050,prior,4,6,10,6.0
1621917,43051,prior,6,5,16,5.0
915440,43051,prior,14,6,15,6.0
1067900,43051,prior,25,5,16,3.0
2109989,43095,prior,2,2,10,9.0
1145449,43095,prior,3,4,12,9.0
1059367,43095,prior,5,1,7,25.0
1002385,43095,prior,9,4,7,17.0
1557096,43095,prior,11,3,10,15.0
1462639,43095,prior,13,6,12,11.0
2684795,43095,prior,14,1,10,9.0
1778547,43095,prior,15,0,12,13.0
3171947,43098,prior,2,0,16,18.0
1909002,43098,prior,3,0,17,7.0
2814248,43103,prior,3,0,12,30.0
3303497,43104,prior,33,2,7,11.0
319517,43104,prior,44,0,16,4.0
3404031,43106,prior,3,0,18,11.0
641464,43113,prior,15,0,10,14.0
1022152,43115,prior,17,4,12,2.0
857176,43115,prior,21,2,11,5.0
2113594,43131,prior,4,4,19,30.0
1158504,43137,prior,4,6,16,2.0
768295,43137,prior,6,5,22,9.0
2713413,43137,prior,7,2,16,4.0
712603,43137,prior,10,6,20,22.0
933889,43137,prior,14,0,14,14.0
1455999,43137,prior,16,1,14,18.0
2053581,43137,prior,19,0,17,6.0
727410,43137,prior,21,0,9,4.0
345675,43137,prior,23,1,15,4.0
899365,43154,prior,1,6,18,
1841079,43154,prior,4,0,21,2.0
664380,43162,prior,28,0,7,15.0
1073382,43162,prior,29,0,15,7.0
494007,43162,prior,30,6,15,6.0
736022,43171,prior,19,3,8,8.0
2051379,43176,prior,3,0,14,21.0
1767221,43181,prior,5,1,12,22.0
2377489,43186,prior,1,6,19,
1134163,43225,prior,13,3,15,1.0
2470884,43236,prior,48,4,11,4.0
94751,43236,prior,95,6,10,12.0
2977184,43245,prior,2,1,12,28.0
1821911,43253,prior,7,6,10,8.0
2086750,43265,prior,49,5,17,0.0
3408078,43272,prior,2,2,11,11.0
1940642,43275,prior,12,2,15,6.0
2204625,43291,prior,1,0,21,
1579019,43291,prior,2,6,10,13.0
634968,43291,prior,3,0,10,8.0
1032662,43291,prior,4,5,20,12.0
1303747,43291,prior,5,6,12,8.0
2924297,43291,prior,6,6,10,7.0
1922589,43291,prior,8,6,12,13.0
1368926,43291,prior,9,0,12,8.0
1090445,43291,prior,10,0,11,7.0
763469,43291,prior,11,6,21,6.0
2055816,43291,prior,12,6,15,7.0
3100791,43291,prior,13,6,17,7.0
3126824,43291,prior,14,6,14,7.0
65079,43291,prior,15,6,14,7.0
953376,43291,prior,16,6,18,7.0
1365684,43291,prior,17,6,15,7.0
42022,43291,prior,18,0,8,8.0
3039524,43291,prior,19,6,14,6.0
2086345,43291,prior,20,6,17,7.0
1392420,43291,prior,22,6,22,7.0
2875674,43291,prior,23,6,19,7.0
443640,43291,prior,24,4,20,5.0
1325660,43291,prior,25,0,21,10.0
882715,43291,prior,26,0,12,7.0
3347903,43291,prior,27,1,22,8.0
257400,43291,prior,32,0,8,10.0
83936,43291,prior,35,6,19,6.0
1577435,43291,prior,39,0,9,7.0
69543,43291,prior,44,0,8,7.0
2090913,43299,prior,2,1,11,23.0
2901031,43299,prior,4,4,23,30.0
2508483,43300,prior,29,3,9,7.0
1626116,43330,prior,1,5,19,
2747647,43335,prior,13,3,15,3.0
1376621,43348,prior,53,2,8,2.0
2848067,43350,prior,1,5,15,
1357622,43353,prior,21,0,12,2.0
2537914,43360,prior,1,2,9,
1489110,43360,prior,3,1,10,6.0
420339,43360,prior,5,1,10,14.0
3300017,43369,prior,1,4,15,
467182,43371,prior,17,1,12,10.0
983473,43394,prior,1,1,13,
2284795,43394,prior,2,1,13,7.0
1660052,43394,prior,4,1,16,30.0
2706046,43394,prior,9,1,13,25.0
2888664,43398,prior,1,4,22,
1589715,43398,prior,4,1,0,10.0
315084,43398,prior,6,1,13,18.0
2869787,43398,prior,7,1,18,14.0
3403183,43399,prior,17,0,16,30.0
2039470,43425,prior,5,2,12,13.0
203786,43427,prior,3,0,12,10.0
1168203,43427,prior,13,0,14,11.0
2384627,43441,prior,2,3,15,30.0
1724440,43441,prior,4,0,9,10.0
2608953,43448,prior,18,1,9,3.0
2416415,43448,prior,41,0,13,12.0
2257715,43448,prior,75,1,16,3.0
3140276,43454,prior,30,1,13,22.0
1397750,43454,prior,33,2,19,5.0
2609904,43455,prior,1,4,13,
2247853,43455,prior,3,1,13,17.0
2414631,43455,prior,4,0,15,20.0
712347,43455,prior,5,2,13,16.0
211021,43455,prior,7,0,21,22.0
2959182,43455,prior,8,1,13,22.0
3102777,43456,prior,17,0,15,7.0
1538953,43467,prior,42,3,23,2.0
2710816,43467,prior,86,0,21,8.0
2277327,43488,prior,10,4,11,6.0
512628,43505,prior,4,1,17,6.0
3295545,43505,prior,8,2,9,5.0
3295147,43521,prior,23,1,18,13.0
1789229,43521,prior,25,0,16,4.0
3241185,43521,prior,53,0,15,3.0
2109971,43529,prior,26,6,15,4.0
570188,43529,prior,28,6,16,3.0
3346251,43529,prior,33,6,14,3.0
2327390,43529,prior,34,1,14,2.0
75911,43529,prior,35,0,15,6.0
1922486,43529,prior,37,4,7,1.0
650137,43529,prior,39,3,8,10.0
1994632,43529,prior,47,5,15,2.0
2688738,43531,prior,4,3,16,30.0
1355718,43539,prior,5,5,11,30.0
2983616,43550,prior,9,2,13,6.0
2894474,43557,prior,2,1,15,30.0
1995735,43570,prior,6,6,20,6.0
2671843,43582,prior,11,2,9,12.0
1566519,43583,prior,4,6,14,21.0
614501,43586,prior,1,0,17,
218526,43586,prior,2,0,11,30.0
2975204,43590,prior,1,0,21,
290810,43590,prior,3,0,14,3.0
633181,43590,prior,4,3,12,10.0
727924,43590,prior,5,2,9,6.0
827759,43590,prior,6,0,13,12.0
1930841,43590,prior,8,0,17,7.0
2810105,43590,prior,9,4,14,11.0
1621164,43590,prior,15,6,14,7.0
2460910,43590,prior,18,6,17,7.0
729347,43590,prior,21,0,7,8.0
32460,43591,prior,2,2,12,5.0
3339563,43591,prior,3,5,12,10.0
1461662,43591,prior,4,1,13,3.0
688425,43591,prior,6,4,12,2.0
3129105,43591,prior,9,4,12,7.0
580489,43591,prior,10,2,11,12.0
1131716,43591,prior,11,4,12,2.0
593687,43591,prior,16,2,13,5.0
1142985,43591,prior,17,2,12,14.0
1467175,43591,prior,19,2,13,5.0
1017160,43591,prior,22,2,12,5.0
1083942,43591,prior,54,2,12,5.0
3414561,43598,prior,1,5,9,
580687,43606,prior,24,2,14,11.0
2179964,43612,prior,10,1,14,7.0
2277231,43614,prior,5,5,17,4.0
2870762,43614,prior,8,1,10,6.0
